Symptom1,Symptom2,Remedies_S1,Remedies_S2,Shared_Remedies,P_B_given_A,P_A_given_B
pain across buttock causing limping,drawing pain in all the limbs,1,1,1,1.0,1.0
pain across buttock causing limping,nightly pains,1,1,1,1.0,1.0
pain across buttock causing limping,painful in knees as if leg were swollen,1,1,1,1.0,1.0
pain across buttock causing limping,rheumatic pains in forearms and fingers,1,1,1,1.0,1.0
pain across buttock causing limping,redness and heat in ball of great toe,1,1,1,1.0,1.0
pain across buttock causing limping,rheumatic and arthritic pains in hip joints,1,1,1,1.0,1.0
pain across buttock causing limping,drawing pain in small of back,1,1,1,1.0,1.0
pain across buttock causing limping,inflammation of periosteum,1,1,1,1.0,1.0
pain across buttock causing limping,soreness of neck from least cold,1,1,1,1.0,1.0
pain across buttock causing limping,syphilitic nodes on shin bones,1,1,1,1.0,1.0
pain across buttock causing limping,syphilitic bone pains,1,1,1,1.0,1.0
pain across buttock causing limping,tearing pains in bones of legs worse at night,1,1,1,1.0,1.0
pain across buttock causing limping,rheumatic pains in limbs from taking cold,1,1,1,1.0,1.0
pain across buttock causing limping,rheumatic pains in legs and feet,1,1,1,1.0,1.0
pain across buttock causing limping,soreness along periosteum of tibia,1,1,1,1.0,1.0
pain across buttock causing limping,tension and pressure pain in right hip,1,1,1,1.0,1.0
pain across buttock causing limping,syphilitic rheumatism of arms and fingers,1,1,1,1.0,1.0
sensitiveness to cold air,predicts death day,1,1,1,1.0,1.0
sensitiveness to cold air,burning pain on moving eyes,1,1,1,1.0,1.0
sensitiveness to cold air,tingling upward on stepping,1,1,1,1.0,1.0
sensitiveness to cold air,cutting pain in knees,1,1,1,1.0,1.0
sensitiveness to cold air,toes go to sleep while walking,1,1,1,1.0,1.0
sensitiveness to cold air,inflammation in cellular tissues,1,1,1,1.0,1.0
sensitiveness to cold air,hot feet,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain in nape,1,1,1,1.0,1.0
sensitiveness to cold air,formication up back,1,1,1,1.0,1.0
sensitiveness to cold air,transient bone pains in metacarpal bones,1,1,1,1.0,1.0
sensitiveness to cold air,back stiffness,1,1,1,1.0,1.0
sensitiveness to cold air,shortened tendo achillis,1,1,1,1.0,1.0
sensitiveness to cold air,pressing pain on moving eyes,1,1,1,1.0,1.0
sensitiveness to cold air,shooting pain on moving eyes,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain from shoulder to fingers,1,1,1,1.0,1.0
sensitiveness to cold air,numbness of affected parts,1,1,1,1.0,1.0
sensitiveness to cold air,numb tingling in fingers,1,1,1,1.0,1.0
sensitiveness to cold air,quieter morning with excessive sweat,1,1,1,1.0,1.0
sensitiveness to cold air,constriction about head,1,1,1,1.0,1.0
sensitiveness to cold air,hot palms,1,1,1,1.0,1.0
sensitiveness to cold air,trembling with shooting pains,1,1,1,1.0,1.0
sensitiveness to cold air,shooting pain in right elbow to wrist worse flexing fingers,1,1,1,1.0,1.0
sensitiveness to cold air,cold sensation down spine,1,1,1,1.0,1.0
sensitiveness to cold air,jerking pain down left back,1,1,1,1.0,1.0
sensitiveness to cold air,numb tingling in hands,1,1,1,1.0,1.0
sensitiveness to cold air,shooting pain in right upper arm,1,1,1,1.0,1.0
sensitiveness to cold air,dull pain in neck muscles,1,1,1,1.0,1.0
sensitiveness to cold air,hot right hip joint,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in scapulae,1,1,1,1.0,1.0
sensitiveness to cold air,drawing in tendinous expansions,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain in left hip joint,1,1,1,1.0,1.0
sensitiveness to cold air,convulsive contracting of limbs,1,1,1,1.0,1.0
sensitiveness to cold air,coldness of extremities,1,1,1,1.0,1.0
sensitiveness to cold air,tingling down left arm,1,1,1,1.0,1.0
sensitiveness to cold air,numbness of arms,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in elbow joints,1,1,1,1.0,1.0
sensitiveness to cold air,tensive pain in lumbar region worse stepping,1,1,1,1.0,1.0
sensitiveness to cold air,bruised pain between shoulders,1,1,1,1.0,1.0
sensitiveness to cold air,crawling in limbs,1,1,1,1.0,1.0
sensitiveness to cold air,paralytic pain decin thumb,1,1,1,1.0,1.0
sensitiveness to cold air,stinging in kidney region,1,1,1,1.0,1.0
sensitiveness to cold air,cutting pain from spine to abdomen,1,1,1,1.0,1.0
sensitiveness to cold air,coldness of ankles,1,1,1,1.0,1.0
sensitiveness to cold air,throbbing knees,1,1,1,1.0,1.0
sensitiveness to cold air,painful right hip joint especially to touch,1,1,1,1.0,1.0
sensitiveness to cold air,painful knees,1,1,1,1.0,1.0
sensitiveness to cold air,weariness,1,1,1,1.0,1.0
sensitiveness to cold air,acuteness of senses,1,1,1,1.0,1.0
sensitiveness to cold air,stiff legs after cold,1,1,1,1.0,1.0
sensitiveness to cold air,heartburn down back,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pains in small of back worse by pressure,1,1,1,1.0,1.0
sensitiveness to cold air,heavy limbs during repose,1,1,1,1.0,1.0
sensitiveness to cold air,swollen right hip joint,1,1,1,1.0,1.0
sensitiveness to cold air,great agitation about heart,1,1,1,1.0,1.0
sensitiveness to cold air,hot hands,1,1,1,1.0,1.0
sensitiveness to cold air,contracted pulse,1,1,1,1.0,1.0
sensitiveness to cold air,painful shoulders feel sinking under weight,1,1,1,1.0,1.0
sensitiveness to cold air,violent digging pains in chest sides worse inspiration,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain in deep neck muscles,1,1,1,1.0,1.0
sensitiveness to cold air,severe tearing in left humerus head,1,1,1,1.0,1.0
sensitiveness to cold air,pains to right ear,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain from shoulder to wrist,1,1,1,1.0,1.0
sensitiveness to cold air,violent digging pains in back worse inspiration,1,1,1,1.0,1.0
sensitiveness to cold air,exhaustion,1,1,1,1.0,1.0
sensitiveness to cold air,full pulse,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in right upper arm,1,1,1,1.0,1.0
sensitiveness to cold air,anxious lamentations,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain in scapulae,1,1,1,1.0,1.0
sensitiveness to cold air,helplessness with pain in femur head,1,1,1,1.0,1.0
sensitiveness to cold air,sweaty palms,1,1,1,1.0,1.0
sensitiveness to cold air,hurried thought changes,1,1,1,1.0,1.0
sensitiveness to cold air,coldness of arms,1,1,1,1.0,1.0
sensitiveness to cold air,heavy feeling,1,1,1,1.0,1.0
sensitiveness to cold air,formication of scalp as if hair stands on end,1,1,1,1.0,1.0
sensitiveness to cold air,numbness in small of back to legs,1,1,1,1.0,1.0
sensitiveness to cold air,cramping pain in forearm,1,1,1,1.0,1.0
sensitiveness to cold air,sensation of swollen parts,1,1,1,1.0,1.0
sensitiveness to cold air,numbness in limbs after sitting,1,1,1,1.0,1.0
sensitiveness to cold air,stitching pain in knee joints,1,1,1,1.0,1.0
sensitiveness to cold air,acute rheumatic fevers,1,1,1,1.0,1.0
sensitiveness to cold air,tensive pain in sacral region worse jars,1,1,1,1.0,1.0
sensitiveness to cold air,formication of hands,1,1,1,1.0,1.0
sensitiveness to cold air,cold sensation between scapulae,1,1,1,1.0,1.0
sensitiveness to cold air,inflammation in serous tissues,1,1,1,1.0,1.0
sensitiveness to cold air,creeping pain in fingers worse writing,1,1,1,1.0,1.0
sensitiveness to cold air,paralytic stiffness of right upper arm,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in limb joints,1,1,1,1.0,1.0
sensitiveness to cold air,painful limbs during repose,1,1,1,1.0,1.0
sensitiveness to cold air,great thirst for cold water,1,1,1,1.0,1.0
sensitiveness to cold air,numbness down left arm,1,1,1,1.0,1.0
sensitiveness to cold air,transient bone pains in long bones,1,1,1,1.0,1.0
sensitiveness to cold air,intolerable pains driving to delirium,1,1,1,1.0,1.0
sensitiveness to cold air,feet go to sleep while walking,1,1,1,1.0,1.0
sensitiveness to cold air,lost sensation in fingers,1,1,1,1.0,1.0
sensitiveness to cold air,rheumatism of facial muscles sensitive to touch,1,1,1,1.0,1.0
sensitiveness to cold air,pressive pain in lumbar region worse stepping,1,1,1,1.0,1.0
sensitiveness to cold air,cold sweat on toes,1,1,1,1.0,1.0
sensitiveness to cold air,small pulse,1,1,1,1.0,1.0
sensitiveness to cold air,variable humor,1,1,1,1.0,1.0
sensitiveness to cold air,dull pain in right elbow to wrist worse flexing fingers,1,1,1,1.0,1.0
sensitiveness to cold air,constriction about chest,1,1,1,1.0,1.0
sensitiveness to cold air,formication down back,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in shoulder joints,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in wrists,1,1,1,1.0,1.0
sensitiveness to cold air,intense pain down left arm,1,1,1,1.0,1.0
sensitiveness to cold air,formication of arms,1,1,1,1.0,1.0
sensitiveness to cold air,hot dry skin,1,1,1,1.0,1.0
sensitiveness to cold air,tension about ankles,1,1,1,1.0,1.0
sensitiveness to cold air,sore neck painful to touch,1,1,1,1.0,1.0
sensitiveness to cold air,coldness of feet,1,1,1,1.0,1.0
sensitiveness to cold air,drawing pain in left hip joint,1,1,1,1.0,1.0
sensitiveness to cold air,great sadness,1,1,1,1.0,1.0
sensitiveness to cold air,vexation with self,1,1,1,1.0,1.0
sensitiveness to cold air,cold sweat on arms,1,1,1,1.0,1.0
sensitiveness to cold air,bruised pain down back,1,1,1,1.0,1.0
sensitiveness to cold air,fear of death,1,1,1,1.0,1.0
sensitiveness to cold air,intermittent pulse,1,1,1,1.0,1.0
sensitiveness to cold air,digging pain down left back,1,1,1,1.0,1.0
sensitiveness to cold air,confused ideas,1,1,1,1.0,1.0
sensitiveness to cold air,intolerable pain,1,1,1,1.0,1.0
sensitiveness to cold air,little difficulties insurmountable,1,1,1,1.0,1.0
sensitiveness to cold air,tired limbs during repose,1,1,1,1.0,1.0
sensitiveness to cold air,great anxiety,1,1,1,1.0,1.0
sensitiveness to cold air,ophthalmia from cold dry winds,1,1,1,1.0,1.0
sensitiveness to cold air,head insecurity due to lack of muscle control worse toward night,1,1,1,1.0,1.0
sensitiveness to cold air,cold sweat on soles,1,1,1,1.0,1.0
sensitiveness to cold air,bruised pain in last lumbar vertebra,1,1,1,1.0,1.0
sensitiveness to cold air,dull pain in back muscles,1,1,1,1.0,1.0
sensitiveness to cold air,death-like oppression about heart,1,1,1,1.0,1.0
sensitiveness to cold air,noise aggravates,1,1,1,1.0,1.0
sensitiveness to cold air,heavy pain in neck muscles,1,1,1,1.0,1.0
sensitiveness to cold air,effective early before disease localization,1,1,1,1.0,1.0
sensitiveness to cold air,paralytic drawing in feet,1,1,1,1.0,1.0
sensitiveness to cold air,knife-like pain in knee joints,1,1,1,1.0,1.0
sensitiveness to cold air,numbness of whole limb after sitting,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain from shoulder to forearm,1,1,1,1.0,1.0
sensitiveness to cold air,tingling with shooting pains,1,1,1,1.0,1.0
sensitiveness to cold air,sleeplessness from knee pain must sit up,1,1,1,1.0,1.0
sensitiveness to cold air,stiffness worse on motion,1,1,1,1.0,1.0
sensitiveness to cold air,bad effects of cold dry winds,1,1,1,1.0,1.0
sensitiveness to cold air,dreadful apprehension,1,1,1,1.0,1.0
sensitiveness to cold air,deep red vessels,1,1,1,1.0,1.0
sensitiveness to cold air,tearing pain in wrists,1,1,1,1.0,1.0
sensitiveness to cold air,lameness of affected parts,1,1,1,1.0,1.0
sensitiveness to cold air,constriction about precordia,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,trembling and weakness of feet,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,great lassitude and soreness in whole body,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,tension in nape of neck and between shoulders with stitches,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,rheumatic pains in hip and left femur,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,sensitiveness to touch,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,worse morning on rising,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,rheumatic pains in left elbow and wrist joint,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,rheumatic pain between shoulders,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,cracking in tarsal joint at every step,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,drawing pains,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,dry warm skin,1,1,1,1.0,1.0
peculiar sick feeling as of exhaustion,bruised pain better walking,1,1,1,1.0,1.0
left lower limbs most affected,tearing in nates,1,1,1,1.0,1.0
left lower limbs most affected,painful tension in lumbar muscles,1,1,1,1.0,1.0
left lower limbs most affected,tearing pains in right elbow,1,1,1,1.0,1.0
left lower limbs most affected,spasmodic cough,1,1,1,1.0,1.0
left lower limbs most affected,tearing pains in right hip joint,1,1,1,1.0,1.0
left lower limbs most affected,sexual dysfunction,1,1,1,1.0,1.0
left lower limbs most affected,sprained sensation in right shoulder,1,1,1,1.0,1.0
left lower limbs most affected,tearing in left shoulder joint,1,1,1,1.0,1.0
left lower limbs most affected,dull kidney pain,1,1,1,1.0,1.0
left lower limbs most affected,contraction in right thigh,1,1,1,1.0,1.0
left lower limbs most affected,rheumatic pains in right back side,1,1,1,1.0,1.0
left lower limbs most affected,cramps in hands when grasping,1,1,1,1.0,1.0
left lower limbs most affected,cramps in calves nightly,1,1,1,1.0,1.0
left lower limbs most affected,tearing in ankles,1,1,1,1.0,1.0
left lower limbs most affected,lancinating in thumb tips,1,1,1,1.0,1.0
left lower limbs most affected,weak fingers at night,1,1,1,1.0,1.0
left lower limbs most affected,tearing rheumatic pains in all limbs,1,1,1,1.0,1.0
left lower limbs most affected,burning in left scapula,1,1,1,1.0,1.0
left lower limbs most affected,lancinating in finger tips,1,1,1,1.0,1.0
left lower limbs most affected,tearing pains in right shoulder,1,1,1,1.0,1.0
left lower limbs most affected,gouty pains in left great toe,1,1,1,1.0,1.0
left lower limbs most affected,drawing in thumbs,1,1,1,1.0,1.0
left lower limbs most affected,right upper limbs most affected,1,1,1,1.0,1.0
left lower limbs most affected,tearing pain in left leg,1,1,1,1.0,1.0
left lower limbs most affected,tearing pains in right forearm,1,1,1,1.0,1.0
left lower limbs most affected,weary limbs,1,1,1,1.0,1.0
left lower limbs most affected,tearing in thumb tips,1,1,1,1.0,1.0
left lower limbs most affected,hysterical,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,lax fibres,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,pain in shoulder,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,soreness in chest and region of heart,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,especially suitable for children of irritable disposition,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,pains neuralgic lightning-like,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,many neuralgic pains,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,drawing pains in legs and feet,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,suitable for dark-haired sensitive people who are spare and thin,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,suitable for worn out women,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,must get up and walk,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,sour smelling,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,can hardly raise arm,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,unrefreshing sleep,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,swelling in bend of knee very painful,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,knees painful when walking,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,stitches,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,more tired in morning than when going to bed,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,restless,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,great internal heat at night,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,pains insupportable during repose,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,stitch from without inward in precordial region,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,adapted to children of irritable nervous disposition,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,no swelling or soreness,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,much pain in right shoulder,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,red swelling of fingers,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,lameness of right arm,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,feet painful when lying in bed,1,1,1,1.0,1.0
pain as from dislocation of shoulder joint when moving it,rheumatic pain in shoulders with tingling down fingers prevents least motion,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,bruised pain in back as after stooping,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,heaviness in head,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,weak ankles,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,severe kidney pain,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,lumbago alternating with frontal headache,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,uncertain stool,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,weak joints with abdominal disturbances,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,fullness in back worse wet weather,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,protruding hemorrhoids,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,outward pressing pain in back,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,lumbago with lower bowel disturbances,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,weak wrist joint,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,pressive sensation in right kidney,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,throbbing in back worse wet weather,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,painful soles,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,pain in right wrist joint,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,pressing in sacral region worse sitting,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,sensation of plug between symphysis pubis and os coccyx,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,weariness of limbs,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,great toes feel sprained,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,differs from aesculus in hemorrhoid character,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,differs from aesculus in aggravations,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,warm feet,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,coccyx pain as if fallen on,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,creeping in sacrum to coccyx,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,heaviness in right arm,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,painful weariness of limbs,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,itching in back worse wet weather,1,1,1,1.0,1.0
cracking in cervical vertebrae on motion,drawing in right kidney,1,1,1,1.0,1.0
drawing and tearing in all the limbs,tearing in hip joint and knee with pulsating pain,1,1,1,1.0,1.0
drawing and tearing in all the limbs,pains around eyes on forehead and temples,1,1,1,1.0,1.0
drawing and tearing in all the limbs,swelling of tarsal bones of right foot very red,1,1,1,1.0,1.0
drawing and tearing in all the limbs,sticking pain with unsteadiness in back knees and feet,1,1,1,1.0,1.0
drawing and tearing in all the limbs,sudden pain and stiffness of nape of neck and both upper and lower limbs,1,1,1,1.0,1.0
drawing and tearing in all the limbs,glands swollen,1,1,1,1.0,1.0
drawing and tearing in all the limbs,acrid lachrymation,1,1,1,1.0,1.0
drawing and tearing in all the limbs,bruised sensation of scapulae back and small of back,1,1,1,1.0,1.0
drawing and tearing in all the limbs,painful stiffness in limbs,1,1,1,1.0,1.0
drawing and tearing in all the limbs,tearing and stitching in lower limbs,1,1,1,1.0,1.0
drawing and tearing in all the limbs,rheumatic affections of capsular ligaments of arms,1,1,1,1.0,1.0
drawing and tearing in all the limbs,pupil dilated and covered with a thin film,1,1,1,1.0,1.0
drawing and tearing in all the limbs,profuse sweat without relief in gouty rheumatic patients,1,1,1,1.0,1.0
drawing and tearing in all the limbs,stinging especially in hip joint femur and knee,1,1,1,1.0,1.0
drawing and tearing in all the limbs,fingers of both hands flexed and drawn inward,1,1,1,1.0,1.0
drawing and tearing in all the limbs,has to have assistance to change position,1,1,1,1.0,1.0
drawing and tearing in all the limbs,rheumatic and arthritic pains tearing stinging,1,1,1,1.0,1.0
drawing and tearing in all the limbs,lancinating in shoulder joints arms and wrists,1,1,1,1.0,1.0
drawing and tearing in all the limbs,awakens with trembling at the heart,1,1,1,1.0,1.0
drawing and tearing in all the limbs,severe tearing boring cutting in damp weather,1,1,1,1.0,1.0
drawing and tearing in all the limbs,sensation as if arms were too heavy,1,1,1,1.0,1.0
drawing and tearing in all the limbs,pain in left thigh with soreness to touch,1,1,1,1.0,1.0
drawing and tearing in all the limbs,iris discoloured,1,1,1,1.0,1.0
drawing and tearing in all the limbs,rheumatic pains in legs with stinging,1,1,1,1.0,1.0
drawing and tearing in all the limbs,shooting from deep in the eye,1,1,1,1.0,1.0
drawing and tearing in all the limbs,fingers cannot be opened without much exertion,1,1,1,1.0,1.0
drawing and tearing in all the limbs,fetid breath,1,1,1,1.0,1.0
drawing and tearing in all the limbs,brought on by exposure,1,1,1,1.0,1.0
drawing and tearing in all the limbs,red and hot swelling from elbow to wrist,1,1,1,1.0,1.0
drawing and tearing in all the limbs,glands of neck swollen and painful on swallowing in rheumatism,1,1,1,1.0,1.0
drawing and tearing in all the limbs,weakness at heart as if dying,1,1,1,1.0,1.0
drawing and tearing in all the limbs,throbbing and shooting pains in eyes,1,1,1,1.0,1.0
drawing and tearing in all the limbs,boring and drawing pain in tibia,1,1,1,1.0,1.0
drawing and tearing in all the limbs,rheumatic stiffness and swelling of neck,1,1,1,1.0,1.0
drawing and tearing in all the limbs,aching pain at apex extending upward toward base of heart,1,1,1,1.0,1.0
drawing and tearing in all the limbs,conjunctiva of right eye greatly inflamed and swollen,1,1,1,1.0,1.0
drawing and tearing in all the limbs,lies motionless in bed,1,1,1,1.0,1.0
drawing and tearing in all the limbs,cardiac oppression,1,1,1,1.0,1.0
drawing and tearing in all the limbs,great photophobia,1,1,1,1.0,1.0
drawing and tearing in all the limbs,tearing pains in forehead and vertex,1,1,1,1.0,1.0
drawing and tearing in all the limbs,sprained pain in right tarsal joints,1,1,1,1.0,1.0
drawing and tearing in all the limbs,flow of hot tears,1,1,1,1.0,1.0
drawing and tearing in all the limbs,white ring around cornea,1,1,1,1.0,1.0
drawing and tearing in all the limbs,sticking pain in small of back when breathing,1,1,1,1.0,1.0
drawing and tearing in all the limbs,acute pain in tarsal bones,1,1,1,1.0,1.0
drawing and tearing in all the limbs,weakness and weariness,1,1,1,1.0,1.0
drawing and tearing in all the limbs,tendency to form adhesions in rheumatic iritis,1,1,1,1.0,1.0
drawing and tearing in all the limbs,rheumatic affections of shoulders and upper arms,1,1,1,1.0,1.0
cracking of joints after inflammation,stabbing piercing pain in metatarsal bones when walking,1,1,1,1.0,1.0
cracking of joints after inflammation,inability to walk,1,1,1,1.0,1.0
cracking of joints after inflammation,dislocated pain in right loin,1,1,1,1.0,1.0
cracking of joints after inflammation,pains returning at regular intervals,1,1,1,1.0,1.0
cracking of joints after inflammation,shoulder pain worse during damp cold weather,1,1,1,1.0,1.0
cracking of joints after inflammation,shoulder pain worse after midnight,1,1,1,1.0,1.0
cracking of joints after inflammation,inflammation of left sciatic nerve from cold exposure,1,1,1,1.0,1.0
cracking of joints after inflammation,belching improves symptoms,1,1,1,1.0,1.0
cracking of joints after inflammation,severe stitches from shoulder to elbow,1,1,1,1.0,1.0
cracking of joints after inflammation,severe pains in hips,1,1,1,1.0,1.0
cracking of joints after inflammation,tearing in all limbs,1,1,1,1.0,1.0
cracking of joints after inflammation,slight fever or absent fever,1,1,1,1.0,1.0
cracking of joints after inflammation,jerking pains,1,1,1,1.0,1.0
cracking of joints after inflammation,stitches from shoulder to wrist,1,1,1,1.0,1.0
cracking of joints after inflammation,pain in loins,1,1,1,1.0,1.0
cracking of joints after inflammation,bruised pain in soles,1,1,1,1.0,1.0
cracking of joints after inflammation,dislocated pain in right knee,1,1,1,1.0,1.0
cracking of joints after inflammation,difficult breathing,1,1,1,1.0,1.0
cracking of joints after inflammation,movements impeded,1,1,1,1.0,1.0
cracking of joints after inflammation,quick recovery from acute articular manifestations,1,1,1,1.0,1.0
cracking of joints after inflammation,frequent exacerbations,1,1,1,1.0,1.0
cracking of joints after inflammation,shoulder pain with every weather change,1,1,1,1.0,1.0
cracking of joints after inflammation,chronic sciatica in right leg,1,1,1,1.0,1.0
cracking of joints after inflammation,tensive feeling in small of back,1,1,1,1.0,1.0
cracking of joints after inflammation,jerking stitches in right shoulder,1,1,1,1.0,1.0
cracking of joints after inflammation,chronic rheumatism with frequent attacks,1,1,1,1.0,1.0
cracking of joints after inflammation,belching of sour flatus,1,1,1,1.0,1.0
cracking of joints after inflammation,hot expiration,1,1,1,1.0,1.0
cracking of joints after inflammation,severe pains from slightest motion,1,1,1,1.0,1.0
cracking of joints after inflammation,cracking in ankle joint,1,1,1,1.0,1.0
cracking of joints after inflammation,flying pains,1,1,1,1.0,1.0
cracking of joints after inflammation,jerking stitching pains in limbs,1,1,1,1.0,1.0
cracking of joints after inflammation,sensation as if heavy load on back between shoulders,1,1,1,1.0,1.0
cracking of joints after inflammation,jerking flying stitches in wrists,1,1,1,1.0,1.0
cracking of joints after inflammation,jerking flying stitches in finger joints,1,1,1,1.0,1.0
cracking of joints after inflammation,rheumatism lingers and relapses regularly,1,1,1,1.0,1.0
cracking of joints after inflammation,tearing pain in right elbow,1,1,1,1.0,1.0
cracking of joints after inflammation,small of back pain worse by going upstairs,1,1,1,1.0,1.0
cracking of joints after inflammation,severe pains in knees,1,1,1,1.0,1.0
cracking of joints after inflammation,rheumatic pains in neck,1,1,1,1.0,1.0
cracking of joints after inflammation,violent headache,1,1,1,1.0,1.0
painful tension in calves when walking,sharp pain in ball of right thumb,1,1,1,1.0,1.0
painful tension in calves when walking,offensive debilitating night sweats,1,1,1,1.0,1.0
painful tension in calves when walking,arthritic nodes,1,1,1,1.0,1.0
painful tension in calves when walking,night sweats staining linen yellow,1,1,1,1.0,1.0
painful tension in calves when walking,arms painful to touch,1,1,1,1.0,1.0
painful tension in calves when walking,coccyx pain worse by sitting,1,1,1,1.0,1.0
painful tension in calves when walking,coccyx pain worse by lying,1,1,1,1.0,1.0
painful tension in calves when walking,hands become stiff,1,1,1,1.0,1.0
painful tension in calves when walking,offensive debilitating sweats,1,1,1,1.0,1.0
painful tension in calves when walking,pain in ankle,1,1,1,1.0,1.0
painful tension in calves when walking,violent drawing pain in hip,1,1,1,1.0,1.0
painful tension in calves when walking,induration of glands,1,1,1,1.0,1.0
painful tension in calves when walking,hands go to sleep,1,1,1,1.0,1.0
painful tension in calves when walking,gnawing pain in tibia,1,1,1,1.0,1.0
painful tension in calves when walking,induration of tendons of fingers,1,1,1,1.0,1.0
painful tension in calves when walking,painful contraction of tendo achillis,1,1,1,1.0,1.0
painful tension in calves when walking,scrofulous patients with rheumatic troubles,1,1,1,1.0,1.0
painful tension in calves when walking,gouty stiffness of finger joints,1,1,1,1.0,1.0
painful tension in calves when walking,swelling of bones of fingers,1,1,1,1.0,1.0
painful tension in calves when walking,complementary to calc. phos.,1,1,1,1.0,1.0
